"강좌명","접수상태","운영기간(시작)","운영기간(종료)","신청기간(시작)","신청기간(종료)","수강료","시간(시작)","시간(종료)","문의전화","첨부파일","운영기관","정원","접수","잔여","위치정보(위도)","위치정보(경도)","주소"
"2024년 도예동아리 모집","교육중","2024-04-14","2024-10-27","2024-03-25 10:00:00","2024-04-03 15:00:00","0","14:00","16:00","051-610-3226","2024년 도예동아리 모집 안내문.hwp","금련산청소년수련원","30","35","-5","35.155243202","129.1029083827","부산 수영구 황령산로 156 (광안동, 금련산청소년수련원)"
"꽃꽂이(동아리)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","0","10:00","11:30","051-519-5222","-","금정구 부곡2동 주민자치회","10","0","10","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"중국어(중급)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","30000","09:30","11:30","051-519-5222","-","금정구 부곡2동 주민자치회","20","0","20","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"우쿨렐레A(월요일)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","60000","18:30","19:30","051-583-3003, 051-519-5222","-","금정구 부곡2동 주민자치회","15","0","15","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"우쿨렐레B(수요일)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","60000","12:30","13:30","051-583-3003, 051-519-5222","-","금정구 부곡2동 주민자치회","15","0","15","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"엔틱한지공예(동아리)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","0","10:30","12:00","051-519-5222","-","금정구 부곡2동 주민자치회","10","0","10","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"서예교실(동아리)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","0","14:30","17:00","051-519-5222","-","금정구 부곡2동 주민자치회","15","0","15","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"문인화","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","30000","10:00","12:00","051-519-5222","-","금정구 부곡2동 주민자치회","15","0","15","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"힐링건강댄스","접수중","2024-04-01","2024-06-28","2024-03-25 09:00:00","2024-06-24 18:00:00","30000","14:30","15:30","051-749-6402","-","해운대구 반여3동 주민자치회","25","0","25","35.2009944561","129.1335060549","부산 해운대구 재반로256번길 29-70 (반여동, 반여3동 주민센터)"
"노래교실","접수중","2024-04-01","2024-06-30","2024-03-25 09:00:00","2024-06-28 18:00:00","15000","14:30","16:00","051-749-6402","-","해운대구 반여3동 주민자치회","70","0","70","35.2009944561","129.1335060549","부산 해운대구 재반로256번길 29-70 (반여동, 반여3동 주민센터)"
"고전강좌","접수중","2024-04-01","2024-06-28","2024-03-25 09:00:00","2024-06-28 18:00:00","15000","10:00","12:00","051-749-6402","-","해운대구 반여3동 주민자치회","30","0","30","35.2009944561","129.1335060549","부산 해운대구 재반로256번길 29-70 (반여동, 반여3동 주민센터)"
"탁구교실","교육중","2024-04-01","2024-06-28","2024-03-25 09:00:00","2024-03-29 18:00:00","45000","13:00","17:00","051-749-6402","-","해운대구 반여3동 주민자치회","30","0","30","35.2009944561","129.1335060549","부산 해운대구 재반로256번길 29-70 (반여동, 반여3동 주민센터)"
"배드민턴(A반)교실","접수중","2024-04-01","2024-06-28","2024-03-25 09:00:00","2024-06-28 18:00:00","30000","09:00","13:00","051-749-6402","-","해운대구 반여3동 주민자치회","30","0","30","35.2009944561","129.1335060549","부산 해운대구 재반로256번길 29-70 (반여동, 반여3동 주민센터)"
"생활영어(초급)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","15000","10:00","12:00","051-519-5222","-","금정구 부곡2동 주민자치회","12","0","12","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"생활영어(중급)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","15000","10:00","12:00","051-519-5222","-","금정구 부곡2동 주민자치회","12","0","12","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"트로트 뮤지컬","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","30000","13:00","15:00","부곡2동 행정복지센터(☏051-519-5222)","-","금정구 부곡2동 주민자치회","10","0","10","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"다이어트 스트레칭 운동","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","0","10:00","11:20","부곡2동 행정복지센터(☏051-519-5222)","-","금정구 부곡2동 주민자치회","0","0","0","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"영어회화(동아리)","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 18:00:00","0","13:00","15:00","051-519-5222","-","금정구 부곡2동 주민자치회","10","0","10","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"천연 염색","교육중","2024-04-08","2024-06-29","2024-03-25 09:00:00","2024-03-29 00:00:00","0","10:00","13:00","051-519-5222, 051-582-3198","-","금정구 부곡2동 주민자치회","0","0","0","35.2322402548143","129.092680742961","부산 금정구 기찰로 15-1 (부곡동)"
"벨리댄스","교육중","2024-04-08","2024-06-29","2024-03-25 00:00:00","2024-03-29 00:00:00","40000","12:30","13:30","070-4007-7707, 051-519-5222","-","금정구 부곡2동 주민자치회","15","0","15","35.2298371289","129.0926986302","부산 금정구 부곡로156번길 7 (부곡동, 부곡2동주민센터)"
"탁구교실(중급)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-21 18:00:00","30000","11:00","11:50","051-749-6332","-","해운대구 반여1동 주민자치회","18","0","18","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"라인댄스(초급)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-21 18:00:00","30000","13:00","13:50","051-749-6332","-","해운대구 반여1동 주민자치회","30","0","30","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"라인댄스(중급)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-25 18:00:00","30000","14:00","14:50","051-749-6332","-","해운대구 반여1동 주민자치회","30","0","30","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"서예교실(한글)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","10:00","11:50","051-749-6332","-","해운대구 반여1동 주민자치회","20","0","20","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"영어회화","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","10:00","11:40","051-749-6332","-","해운대구 반여1동 주민자치회","20","0","20","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"요가A","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-21 18:00:00","30000","10:00","10:50","051-749-6332","-","해운대구 반여1동 주민자치회","24","0","24","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"요가B","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-21 18:00:00","30000","11:00","11:50","051-749-6332","-","해운대구 반여1동 주민자치회","24","0","24","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"행복을 주는 훌라댄스","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","15:00","16:40","051-749-6332","-","해운대구 반여1동 주민자치회","28","0","28","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"시니어 건강댄스","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-21 18:00:00","30000","11:00","11:50","051-749-6332","-","해운대구 반여1동 주민자치회","28","0","28","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"일어교실","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","10:00","11:40","051-749-6332","-","해운대구 반여1동 주민자치회","30","0","30","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"노래교실","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","21000","10:20","12:00","051-749-6332","-","해운대구 반여1동 주민자치회","100","0","100","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"두드림풍물패","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","15:00","15:50","051-749-6332","-","해운대구 반여1동 주민자치회","15","0","15","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"컴퓨터(인터넷)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","09:30","10:20","051-749-6332","-","해운대구 반여1동 주민자치회","14","0","14","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"컴퓨터(한글)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","10:30","11:20","051-749-6332","-","해운대구 반여1동 주민자치회","14","0","14","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"컴퓨터(파워포인트)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","11:30","12:20","051-749-6332","-","해운대구 반여1동 주민자치회","14","0","14","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"우쿨렐레(중급)","교육중","2024-04-01","2024-06-30","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","14:00","15:40","051-749-6332","-","해운대구 반여1동 주민자치회","15","0","15","35.201145971","129.1189302982","부산 해운대구 선수촌로 85 (반여동, 반여1동주민센터)"
"에어로빅","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","10:00","11:00","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"오카리나","접수중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-06-07 18:00:00","30000","09:30","10:30","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"요가A","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","09:20","10:20","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"요가B","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","10:30","11:30","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"요가C","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","13:30","14:30","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"[권역]우리춤","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","11:10","12:10","051-749-6634","-","해운대구 우2동 주민자치회","25","0","25","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"일본어회화(중급)","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-29 18:00:00","15000","10:20","11:10","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"일본어회화(고급)","접수중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-06-07 10:00:00","15000","11:20","12:10","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"탁구B","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-31 18:00:00","30000","19:00","20:30","051-749-6634","-","해운대구 우2동 주민자치회","25","0","25","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"다도","접수중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-06-07 18:00:00","15000","10:00","12:00","051-749-6634","-","해운대구 우2동 주민자치회","15","0","15","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"라인댄스(초급)","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-31 15:00:00","30000","14:00","14:50","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"라인댄스(중급)","교육중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-03-31 18:00:00","30000","15:00","15:50","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"사물놀이 A","접수중","2024-04-01","2024-06-28","2024-03-21 09:00:00","2024-06-07 18:00:00","15000","10:00","11:00","051-749-6634","-","해운대구 우2동 주민자치회","30","0","30","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
"스포츠댄스(초급)","교육중","2024-01-02","2024-06-28","2024-03-21 09:00:00","2024-03-29 18:00:00","30000","12:30","13:30","051-749-6634","-","해운대구 우2동 주민자치회","40","0","40","35.1712081221","129.1399354743","부산 해운대구 해운대로383번가길 7 (우동, 우2동주민센터)"
